"Index";"Information"
"2515";"Recurrent hallucinogen use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to hallucinogen use; hallucinogen-related absences, suspensions, or expulsions from school; neglect of children or household)."
"2516";"Important social, occupational, or recreational activities are given up or reduced because of hallucinogen use."
"2517";"A problematic pattern of hallucinogen (other than phencyclidine) use leading to clinically significant impairment or distress, as manifested by at least four of the following, occurring within a 12-month period:"
"2518";"Continued hallucinogen use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the hallucinogen (e.g., arguments with a spouse about consequences of intoxication; physical fights)."
"2519";"The hallucinogen is often taken in larger amounts or over a longer period than was intended."
"2520";"Craving, or a strong desire or urge to use the hallucinogen."
"2521";"A great deal of time is spent in activities necessary to obtain the hallucinogen, use the hallucinogen, or recover from its effects."
"2522";"Recurrent hallucinogen use in situations in which it is physically hazardous(e.g., driving an automobile or operating a machine when impaired by the hallucinogen)."
"2523";"A need for markedly increased amounts of the hallucinogen to achieve intoxication or desired effect."
"2524";"Hallucinogen use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the hallucinogen."
"2525";"A markedly diminished effect with continued use of the same amount of the hallucinogen."
"2526";"F16.983"
"2527";"Hallucinogen Persisting Perception Disorder"
"2528";"Following cessation of use of a hallucinogen, the reexperiencing of one or more of the perceptual symptoms that were experienced while intoxicated with the hallucinogen (e.g., geometric hallucinations, false perceptions of movement in the peripheral visual fields, flashes of color, intensified colors, trails of images of moving objects, positive afterimages, halos around objects, macropsia and micropsia)."
"2529";"The symptoms are not attributable to another medical condition (e.g., anatomical lesions and infections of the brain, visual epilepsies) and are not better explained by another mental disorder (e.g., delirium, major neurocognitive disorder, schizophrenia) or hypnopompic hallucinations."
"2530";"The symptoms in Criterion A cause clinically significant distress or impairment in social, occupational, or other important areas of functioning."
"2531";"F16.99_Hallucinogen"
"2532";"Unspecified Hallucinogen-Related Disorder"
"2533";"This category applies to presentations in which symptoms characteristic of a phencyclidine-related disorder that cause clinically significant distress or impairment in social, occupational, or other important areas of functioning predominate but do not meet the full criteria for any specific phencyclidine-related disorder or any of the disorders in the substance-related and addictive disorders diagnostic class."
"2534";"This category applies to presentations in which symptoms characteristic of a hallucinogen-related disorder that cause clinically significant distress or impairment in social, occupational, or other important areas of functioning predominate but do not meet the full criteria for any specific hallucinogen-related disorder or any of the disorders in the substance-related and addictive disorders diagnostic class."
"2535";"F17.203"
"2536";"Tobacco Withdrawal"
"2537";"Abrupt cessation of tobacco use, or reduction in the amount of tobacco used, followed within 24 hours by four (or more) of the following signs or symptoms:"
"2538";"Daily use of tobacco for at least several weeks."
"2539";"The signs or symptoms are not attributed to another medical condition and are not better explained by another mental disorder, including intoxication or withdrawal from another substance."
"2540";"Anxiety."
"2542";"Increased appetite."
"2545";"Irritability, frustration, or anger."
"2547";"F17.209"
"2548";"Unspecified Tobacco-Related Disorder"
"2549";"This category applies to presentations in which symptoms characteristic of a tobacco-related disorder that cause clinically significant distress or impairment in social, occupational, or other important areas of functioning predominate but do not meet the full criteria for any specific tobacco-related disorder or any of the disorders in the substance-related and addictive disorders diagnostic class."
"2550";"F18.10"
"2551";"Inhalant Use Disorder (Mild)"
"2552";"A problematic pattern of use of a hydrocarbon-based inhalant substance leading to clinically significant impairment or distress, as manifested by at least four of the following, occurring within a 12-month period:"
"2553";"Recurrent use of the inhalant substance resulting in a failure to fulfill major role obligations at work, school, or home."
"2554";"Continued use of the inhalant substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use."
