"question_ID";"Description";"SymptomOrEvidence";"SE_ID"
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"S";1465
"q_108";"Are the client's social activities limited by any physical impairments?";"S";330
"q_108";"Are the client's social activities limited by any physical impairments?";"E";2726
"q_109";"Cannabis intake";"E";2573
"q_109";"Cannabis intake";"E";2577
"q_109";"Cannabis intake";"E";2579
"q_109";"Cannabis intake";"E";2425
"q_109";"Cannabis intake";"E";2426
"q_109";"Cannabis intake";"E";2427
"q_109";"Cannabis intake";"E";2429
"q_109";"Cannabis intake";"E";2432
"q_109";"Cannabis intake";"S";2821
"q_109";"Cannabis intake";"S";980
"q_109";"Cannabis intake";"S";2775
"q_109";"Cannabis intake";"S";2404
"q_109";"Cannabis intake";"S";2295
"q_109";"Cannabis intake";"S";2423
"q_109";"Cannabis intake";"S";2447
"q_109";"Cannabis intake";"E";593
"q_109";"Cannabis intake";"E";594
"q_109";"Cannabis intake";"S";505
"q_109";"Cannabis intake";"S";504
"q_109";"Cannabis intake";"E";1246
"q_109";"Cannabis intake";"E";2575
"q_109";"Cannabis intake";"E";2424
"q_109";"Cannabis intake";"E";2580
"q_109";"Cannabis intake";"E";2428
"q_109";"Cannabis intake";"E";2571
"q_109";"Cannabis intake";"E";2422
"q_109";"Cannabis intake";"E";2570
"q_109";"Cannabis intake";"E";2574
"q_109";"Cannabis intake";"E";2430
"q_109";"Cannabis intake";"E";2572
"q_109";"Cannabis intake";"E";2421
"q_109";"Cannabis intake";"S";2585
"q_109";"Cannabis intake";"E";1496
"q_109";"Cannabis intake";"E";2190
"q_109";"Cannabis intake";"E";2192
"q_109";"Cannabis intake";"E";2194
"q_109";"Cannabis intake";"E";2223
"q_109";"Cannabis intake";"E";2225
"q_109";"Cannabis intake";"E";2229
"q_109";"Cannabis intake";"E";2375
"q_109";"Cannabis intake";"E";2576
"q_109";"Cannabis intake";"S";2436
"q_109";"Cannabis intake";"E";2431
"q_109";"Cannabis intake";"E";2433
"q_109";"Cannabis intake";"S";979
"q_109";"Cannabis intake";"S";981
"q_109";"Cannabis intake";"S";2777
"q_109";"Cannabis intake";"S";2776
"q_110";"Phencyclidine intake";"E";2573
"q_110";"Phencyclidine intake";"E";2577
"q_110";"Phencyclidine intake";"E";2579
"q_110";"Phencyclidine intake";"E";2503
"q_110";"Phencyclidine intake";"E";2506
"q_110";"Phencyclidine intake";"E";2507
"q_110";"Phencyclidine intake";"E";2509
"q_110";"Phencyclidine intake";"E";2511
"q_110";"Phencyclidine intake";"S";2666
"q_110";"Phencyclidine intake";"S";2821
"q_110";"Phencyclidine intake";"S";2404
"q_110";"Phencyclidine intake";"S";2285
"q_110";"Phencyclidine intake";"S";2500
"q_110";"Phencyclidine intake";"S";2512
"q_110";"Phencyclidine intake";"E";593
"q_110";"Phencyclidine intake";"E";594
"q_110";"Phencyclidine intake";"S";505
"q_110";"Phencyclidine intake";"S";504
"q_110";"Phencyclidine intake";"E";1246
"q_110";"Phencyclidine intake";"E";2575
"q_110";"Phencyclidine intake";"E";2508
"q_110";"Phencyclidine intake";"E";2580
"q_110";"Phencyclidine intake";"E";2505
"q_110";"Phencyclidine intake";"E";2571
"q_110";"Phencyclidine intake";"E";2502
"q_110";"Phencyclidine intake";"E";2570
"q_110";"Phencyclidine intake";"E";2501
"q_110";"Phencyclidine intake";"E";2574
"q_110";"Phencyclidine intake";"E";2504
"q_110";"Phencyclidine intake";"E";2572
"q_110";"Phencyclidine intake";"E";2510
"q_110";"Phencyclidine intake";"S";2585
"q_110";"Phencyclidine intake";"E";1496
"q_110";"Phencyclidine intake";"E";2190
"q_110";"Phencyclidine intake";"E";2192
"q_110";"Phencyclidine intake";"E";2194
"q_110";"Phencyclidine intake";"E";2223
"q_110";"Phencyclidine intake";"E";2225
"q_110";"Phencyclidine intake";"E";2229
"q_110";"Phencyclidine intake";"E";2375
"q_110";"Phencyclidine intake";"E";2576
"q_110";"Phencyclidine intake";"S";2675
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2573
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2577
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2579
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2453
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2454
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2455
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2457
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2460
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";2821
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";2811
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";2404
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";2288
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";2450
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";593
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";594
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";505
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";504
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";1246
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2575
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2459
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2580
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2461
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2571
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2452
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2570
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2462
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2574
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2458
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2572
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2451
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";2585
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";1496
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2190
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2192
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2194
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2223
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2225
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2229
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2375
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2576
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";2625
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2456
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"E";2464
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";2812
"q_111";"Sedative, hypnotic, or anxiolytic substance intake";"S";2813
"q_112";"Alcohol intake";"E";2363
"q_112";"Alcohol intake";"E";2364
"q_112";"Alcohol intake";"E";2365
"q_112";"Alcohol intake";"E";2369
"q_112";"Alcohol intake";"E";2373
"q_112";"Alcohol intake";"E";2573
"q_112";"Alcohol intake";"E";2577
"q_112";"Alcohol intake";"E";2579
"q_112";"Alcohol intake";"S";2724
"q_112";"Alcohol intake";"S";2821
"q_112";"Alcohol intake";"S";2297
"q_112";"Alcohol intake";"S";2362
"q_112";"Alcohol intake";"S";2379
"q_112";"Alcohol intake";"S";2404
"q_112";"Alcohol intake";"E";593
"q_112";"Alcohol intake";"E";594
"q_112";"Alcohol intake";"S";505
"q_112";"Alcohol intake";"S";504
"q_112";"Alcohol intake";"E";2370
"q_112";"Alcohol intake";"E";1246
"q_112";"Alcohol intake";"E";2575
"q_112";"Alcohol intake";"E";2367
"q_112";"Alcohol intake";"E";2580
"q_112";"Alcohol intake";"E";2371
"q_112";"Alcohol intake";"E";2571
"q_112";"Alcohol intake";"E";2372
"q_112";"Alcohol intake";"E";2570
"q_112";"Alcohol intake";"E";2368
"q_112";"Alcohol intake";"E";2574
"q_112";"Alcohol intake";"E";2361
"q_112";"Alcohol intake";"E";2572
"q_112";"Alcohol intake";"S";2653
"q_112";"Alcohol intake";"E";2366
"q_112";"Alcohol intake";"E";2374
"q_112";"Alcohol intake";"S";2585
"q_112";"Alcohol intake";"E";1496
"q_112";"Alcohol intake";"E";2190
"q_112";"Alcohol intake";"E";2192
"q_112";"Alcohol intake";"E";2194
"q_112";"Alcohol intake";"E";2223
"q_112";"Alcohol intake";"E";2225
"q_112";"Alcohol intake";"E";2229
"q_112";"Alcohol intake";"E";2375
"q_112";"Alcohol intake";"E";2576
"q_112";"Alcohol intake";"S";2727
"q_113";"Opioid intake";"E";2573
"q_113";"Opioid intake";"E";2577
"q_113";"Opioid intake";"E";2579
"q_113";"Opioid intake";"E";2382
"q_113";"Opioid intake";"E";2383
"q_113";"Opioid intake";"E";2384
"q_113";"Opioid intake";"E";2387
"q_113";"Opioid intake";"E";2389
"q_113";"Opioid intake";"S";2821
"q_113";"Opioid intake";"S";2712
"q_113";"Opioid intake";"S";2404
"q_113";"Opioid intake";"S";2396
"q_113";"Opioid intake";"S";2417
"q_113";"Opioid intake";"E";593
"q_113";"Opioid intake";"E";594
"q_113";"Opioid intake";"S";505
"q_113";"Opioid intake";"S";504
"q_113";"Opioid intake";"E";1246
"q_113";"Opioid intake";"E";2575
"q_113";"Opioid intake";"E";2385
"q_113";"Opioid intake";"E";2580
"q_113";"Opioid intake";"E";2390
"q_113";"Opioid intake";"E";2571
"q_113";"Opioid intake";"E";2393
"q_113";"Opioid intake";"E";2570
"q_113";"Opioid intake";"E";2391
"q_113";"Opioid intake";"E";2574
"q_113";"Opioid intake";"E";2386
"q_113";"Opioid intake";"E";2572
"q_113";"Opioid intake";"E";2392
"q_113";"Opioid intake";"S";2585
"q_113";"Opioid intake";"E";1496
"q_113";"Opioid intake";"E";2190
"q_113";"Opioid intake";"E";2192
"q_113";"Opioid intake";"E";2194
"q_113";"Opioid intake";"E";2223
"q_113";"Opioid intake";"E";2225
"q_113";"Opioid intake";"E";2229
"q_113";"Opioid intake";"E";2375
"q_113";"Opioid intake";"E";2576
"q_113";"Opioid intake";"E";2388
"q_113";"Opioid intake";"E";2397
"q_113";"Opioid intake";"E";2400
"q_113";"Opioid intake";"E";2401
"q_113";"Opioid intake";"S";2713
"q_114";"Caffeine intake";"S";2486
"q_114";"Caffeine intake";"S";2482
"q_114";"Caffeine intake";"S";2494
"q_115";"Hallucinogen intake";"E";2573
"q_115";"Hallucinogen intake";"E";2577
"q_115";"Hallucinogen intake";"E";2579
"q_115";"Hallucinogen intake";"E";2519
"q_115";"Hallucinogen intake";"E";2520
"q_115";"Hallucinogen intake";"E";2523
"q_115";"Hallucinogen intake";"E";2525
"q_115";"Hallucinogen intake";"S";2821
"q_115";"Hallucinogen intake";"S";2689
"q_115";"Hallucinogen intake";"S";2404
"q_115";"Hallucinogen intake";"S";2287
"q_115";"Hallucinogen intake";"S";2534
"q_115";"Hallucinogen intake";"E";593
"q_115";"Hallucinogen intake";"E";594
"q_115";"Hallucinogen intake";"S";505
"q_115";"Hallucinogen intake";"S";504
"q_115";"Hallucinogen intake";"E";1246
"q_115";"Hallucinogen intake";"E";2575
"q_115";"Hallucinogen intake";"E";2522
"q_115";"Hallucinogen intake";"E";2580
"q_115";"Hallucinogen intake";"E";2524
"q_115";"Hallucinogen intake";"E";2571
"q_115";"Hallucinogen intake";"E";2518
"q_115";"Hallucinogen intake";"E";2570
"q_115";"Hallucinogen intake";"E";2516
"q_115";"Hallucinogen intake";"E";2574
"q_115";"Hallucinogen intake";"E";2521
"q_115";"Hallucinogen intake";"E";2572
"q_115";"Hallucinogen intake";"E";2515
"q_115";"Hallucinogen intake";"S";2585
"q_115";"Hallucinogen intake";"E";1496
"q_115";"Hallucinogen intake";"E";2190
"q_115";"Hallucinogen intake";"E";2192
"q_115";"Hallucinogen intake";"E";2194
"q_115";"Hallucinogen intake";"E";2223
"q_115";"Hallucinogen intake";"E";2225
"q_115";"Hallucinogen intake";"E";2229
"q_115";"Hallucinogen intake";"E";2375
"q_115";"Hallucinogen intake";"E";2576
"q_115";"Hallucinogen intake";"S";2528
"q_115";"Hallucinogen intake";"S";2679
"q_115";"Hallucinogen intake";"S";2688
"q_115";"Hallucinogen intake";"S";2483
"q_115";"Hallucinogen intake";"S";2517
"q_116";"Tobacco intake";"E";2573
"q_116";"Tobacco intake";"E";2577
"q_116";"Tobacco intake";"E";2579
"q_116";"Tobacco intake";"S";2821
"q_116";"Tobacco intake";"S";2404
"q_116";"Tobacco intake";"S";2549
"q_116";"Tobacco intake";"S";2822
"q_116";"Tobacco intake";"E";593
"q_116";"Tobacco intake";"E";594
"q_116";"Tobacco intake";"S";505
"q_116";"Tobacco intake";"S";504
"q_116";"Tobacco intake";"E";1246
"q_116";"Tobacco intake";"E";2575
"q_116";"Tobacco intake";"E";2580
"q_116";"Tobacco intake";"E";2571
"q_116";"Tobacco intake";"E";2570
"q_116";"Tobacco intake";"E";2574
"q_116";"Tobacco intake";"E";2572
"q_116";"Tobacco intake";"S";2585
"q_116";"Tobacco intake";"E";1496
"q_116";"Tobacco intake";"E";2190
"q_116";"Tobacco intake";"E";2192
"q_116";"Tobacco intake";"E";2194
"q_116";"Tobacco intake";"E";2223
"q_116";"Tobacco intake";"E";2225
"q_116";"Tobacco intake";"E";2229
"q_116";"Tobacco intake";"E";2375
"q_116";"Tobacco intake";"E";2576
"q_116";"Tobacco intake";"S";2537
"q_116";"Tobacco intake";"S";2538
"q_117";"Inhalants intake";"E";2573
"q_117";"Inhalants intake";"E";2577
"q_117";"Inhalants intake";"E";2579
"q_117";"Inhalants intake";"E";2556
"q_117";"Inhalants intake";"E";2558
"q_117";"Inhalants intake";"E";2560
"q_117";"Inhalants intake";"E";2561
"q_117";"Inhalants intake";"E";2562
"q_117";"Inhalants intake";"S";2821
"q_117";"Inhalants intake";"S";2788
"q_117";"Inhalants intake";"S";2404
"q_117";"Inhalants intake";"E";593
"q_117";"Inhalants intake";"E";594
"q_117";"Inhalants intake";"S";505
"q_117";"Inhalants intake";"S";504
"q_117";"Inhalants intake";"E";1246
"q_117";"Inhalants intake";"E";2575
"q_117";"Inhalants intake";"E";2559
"q_117";"Inhalants intake";"E";2580
"q_117";"Inhalants intake";"E";2563
"q_117";"Inhalants intake";"E";2571
"q_117";"Inhalants intake";"E";2554
"q_117";"Inhalants intake";"E";2570
"q_117";"Inhalants intake";"E";2555
"q_117";"Inhalants intake";"E";2574
"q_117";"Inhalants intake";"E";2557
"q_117";"Inhalants intake";"E";2572
"q_117";"Inhalants intake";"E";2553
"q_117";"Inhalants intake";"S";2585
"q_117";"Inhalants intake";"E";1496
"q_117";"Inhalants intake";"E";2190
"q_117";"Inhalants intake";"E";2192
"q_117";"Inhalants intake";"E";2194
"q_117";"Inhalants intake";"E";2223
"q_117";"Inhalants intake";"E";2225
"q_117";"Inhalants intake";"E";2229
"q_117";"Inhalants intake";"E";2375
"q_117";"Inhalants intake";"E";2576
"q_117";"Inhalants intake";"S";2797
"q_117";"Inhalants intake";"S";2798
"q_118";"General stimulants intake";"E";2573
"q_118";"General stimulants intake";"E";2577
"q_118";"General stimulants intake";"E";2579
"q_118";"General stimulants intake";"E";696
"q_118";"General stimulants intake";"E";699
"q_118";"General stimulants intake";"S";2753
"q_118";"General stimulants intake";"S";2404
"q_118";"General stimulants intake";"S";2821
"q_118";"General stimulants intake";"S";495
"q_118";"General stimulants intake";"S";2281
"q_118";"General stimulants intake";"S";2803
"q_118";"General stimulants intake";"E";593
"q_118";"General stimulants intake";"E";594
"q_118";"General stimulants intake";"S";505
"q_118";"General stimulants intake";"S";504
"q_118";"General stimulants intake";"E";1246
"q_118";"General stimulants intake";"E";2575
"q_118";"General stimulants intake";"E";698
"q_118";"General stimulants intake";"E";2580
"q_118";"General stimulants intake";"E";1079
"q_118";"General stimulants intake";"E";2571
"q_118";"General stimulants intake";"E";496
"q_118";"General stimulants intake";"E";499
"q_118";"General stimulants intake";"E";2570
"q_118";"General stimulants intake";"E";2574
"q_118";"General stimulants intake";"E";697
"q_118";"General stimulants intake";"E";2572
"q_118";"General stimulants intake";"E";695
"q_118";"General stimulants intake";"S";2585
"q_118";"General stimulants intake";"E";1496
"q_118";"General stimulants intake";"E";2190
"q_118";"General stimulants intake";"E";2192
"q_118";"General stimulants intake";"E";2194
"q_118";"General stimulants intake";"E";2223
"q_118";"General stimulants intake";"E";2225
"q_118";"General stimulants intake";"E";2229
"q_118";"General stimulants intake";"E";2375
"q_118";"General stimulants intake";"E";2576
"q_118";"General stimulants intake";"S";2754
"q_118";"General stimulants intake";"S";2755
"q_119";"Other intake";"E";2573
"q_119";"Other intake";"E";2577
"q_119";"Other intake";"E";2579
"q_119";"Other intake";"S";2821
"q_119";"Other intake";"S";2404
"q_119";"Other intake";"S";2586
"q_119";"Other intake";"S";2591
"q_119";"Other intake";"E";593
"q_119";"Other intake";"E";594
"q_119";"Other intake";"S";505
"q_119";"Other intake";"S";504
"q_119";"Other intake";"E";1246
"q_119";"Other intake";"E";2575
"q_119";"Other intake";"E";2580
"q_119";"Other intake";"E";2571
"q_119";"Other intake";"E";2570
"q_119";"Other intake";"E";2574
"q_119";"Other intake";"E";2572
"q_119";"Other intake";"S";2585
"q_119";"Other intake";"E";1496
"q_119";"Other intake";"E";2190
"q_119";"Other intake";"E";2192
"q_119";"Other intake";"E";2194
"q_119";"Other intake";"E";2223
"q_119";"Other intake";"E";2225
"q_119";"Other intake";"E";2229
"q_119";"Other intake";"E";2375
"q_119";"Other intake";"E";2576
"q_119";"Other intake";"S";2584
"q_119";"Other intake";"S";2588
"q_119";"Other intake";"S";2820
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2363
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2364
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2365
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"S";1128
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2369
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2373
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2573
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2577
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2579
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2425
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2426
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2427
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2429
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2432
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2519
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2520
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2523
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2525
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2556
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2558
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2560
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2561
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2562
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2382
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2383
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2384
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2387
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2389
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2503
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2506
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2507
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2509
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2511
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2453
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2454
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2455
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2457
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";2460
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";696
"q_120";"Does the client demonstrate any signs of addiction to certain substances? ( E.g. strong desire to use the substance, diminished effect with continued use of same amount of the substance, unsuccessful efforts to control the substance use)";"E";699
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";2666
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";2724
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";1427
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";1444
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";1449
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";2821
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";980
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";2775
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";2689
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";2788
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";2712
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";2811
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";2753
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";505
"q_121";"Has the client experienced any significant behavioral or psychological changes following the substance use? (E.g. impaired motor coordination, anxiety,euphoria, inappropriate sexual behavior)";"S";504
"q_122";"Has the client experienced any anxiety or fear during or soon after substance intoxication or withdrawal?";"E";593
"q_122";"Has the client experienced any anxiety or fear during or soon after substance intoxication or withdrawal?";"E";594
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2370
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";1246
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2575
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2424
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2522
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2559
"q_123";"Does the client have any impairments or high potential of impairments in physical health due to the use of substance?";"E";2385
